Coluna1	Coluna2	Coluna3	Coluna4	 Coluna5 	Coluna6	Coluna7	Coluna8	Coluna9	Coluna10	Coluna11
Paola		Access + VBA		1340	8	41869	Pessoa Jurídica	Fábio	Integral	São Paulo
Andrázio		JavaScript Básico		1870	10	42240	Pessoa Física	Joaquim	Madrugada	São Paulo
Luciana		JavaScript Avançado		1910	12	42020	Pessoa Jurídica	Lívia	Terça-feira	São Paulo
Florisbela		SQL Básico		2240	11	41482	Pessoa Física	Rossana	Quarta-feira	São Paulo
Leonardo		SQL Avançado		2479	9	41907	Pessoa Física	Euletério	Personalizado	São Paulo
Carlitos		Css Básico		3200	12	41771	Pessoa Física	Fábio	Manhã	São Paulo
Flaviana		Css Avançado		3921	8	41424	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Santoro		MySQL		780	12	42468	Pessoa Jurídica	Lívia	Noite	São Paulo
Leudissandro		HTML 139		980	10	41201	Pessoa Jurídica	Rossana	Integral	São Paulo
Paola		Excel Básico		1020	11	41300	Pessoa Física	Euletério	Madrugada	São Paulo
Andrázio		Excel Intermediário		1340	9	42399	Pessoa Jurídica	Fábio	Quinta-feira	São Paulo
Luciana		Excel Avançado		1870	12	42327	Pessoa Física	Joaquim	Sexta-feira	São Paulo
Florisbela		Excel BI		1910	12	41856	Pessoa Física	Lívia	Personalizado	São Paulo
Leonardo		Excel VBA Básico		2240	8	41808	Pessoa Física	Fábio	Manhã	São Paulo
Carlitos		Excel VBA avançado		2479	11	42121	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Flaviana		Access + VBA		3200	10	40684	Pessoa Jurídica	Lívia	Noite	São Paulo
Santoro		JavaScript Básico		3921	8	40363	Pessoa Jurídica	Rossana	Integral	São Paulo
Leudissandro		JavaScript Avançado		780	12	41638	Pessoa Física	Euletério	Madrugada	São Paulo
Paola		SQL Básico		980	12	40076	Pessoa Jurídica	Fábio	Sábado	São Paulo
Andrázio		SQL Avançado		1020	11	40111	Pessoa Física	Joaquim	Domingo	São Paulo
Luciana		Css Básico		1340	12	40453	Pessoa Física	Lívia	Personalizado	São Paulo
Florisbela		Css Avançado		1870	11	41854	Pessoa Física	Rossana	Manhã	São Paulo
Leonardo		MySQL		1910	10	42231	Pessoa Jurídica	Euletério	Tarde	São Paulo
Carlitos		HTML 140		2240	9	40736	Pessoa Jurídica	Fábio	Noite	São Paulo
Flaviana		Excel Básico		2479	9	42034	Pessoa Jurídica	Joaquim	Integral	São Paulo
Santoro		Excel Intermediário		3200	12	41213	Pessoa Física	Lívia	Madrugada	São Paulo
Leudissandro		Excel Avançado		3921	8	41515	Pessoa Jurídica	Rossana	Segunda-feira	São Paulo
Paola		Excel BI		780	11	41082	Pessoa Física	Euletério	Terça-feira	São Paulo
Andrázio		Excel VBA Básico		980	12	41883	Pessoa Física	Fábio	Personalizado	São Paulo
Luciana		Excel VBA avançado		1020	9	40107	Pessoa Física	Joaquim	Manhã	São Paulo
Florisbela		Access + VBA		1340	11	42495	Pessoa Jurídica	Lívia	Tarde	São Paulo
Leonardo		JavaScript Básico		1870	9	41124	Pessoa Jurídica	Rossana	Noite	São Paulo
Carlitos		JavaScript Avançado		1910	11	40180	Pessoa Jurídica	Euletério	Integral	São Paulo
Flaviana		SQL Básico		2240	12	42214	Pessoa Física	Fábio	Madrugada	São Paulo
Santoro		SQL Avançado		2479	10	42247	Pessoa Jurídica	Joaquim	Quarta-feira	São Paulo
Leudissandro		Css Básico		3200	11	40815	Pessoa Física	Lívia	Quinta-feira	São Paulo
Paola		Css Avançado		3921	12	40142	Pessoa Física	Rossana	Personalizado	São Paulo
Andrázio		MySQL		780	12	41694	Pessoa Física	Euletério	Manhã	São Paulo
Luciana		HTML 141		980	8	41626	Pessoa Jurídica	Fábio	Tarde	São Paulo
Florisbela		Excel Básico		1020	8	41949	Pessoa Jurídica	Joaquim	Noite	São Paulo
Leonardo		Excel Intermediário		1340	10	40664	Pessoa Jurídica	Lívia	Integral	São Paulo
Carlitos		Excel Avançado		1870	8	40566	Pessoa Física	Fábio	Madrugada	São Paulo
Flaviana		Excel BI		1910	11	41052	Pessoa Jurídica	Joaquim	Sexta-feira	São Paulo
Santoro		Excel VBA Básico		2240	10	41063	Pessoa Física	Lívia	Sábado	São Paulo
Leudissandro		Excel VBA avançado		2479	8	42102	Pessoa Física	Rossana	Personalizado	São Paulo
Paola		Access + VBA		3200	8	41146	Pessoa Física	Euletério	Manhã	São Paulo
Andrázio		JavaScript Básico		3921	10	41159	Pessoa Jurídica	Fábio	Tarde	São Paulo
Luciana		JavaScript Avançado		780	9	42163	Pessoa Jurídica	Joaquim	Noite	São Paulo
Florisbela		SQL Básico		980	9	42457	Pessoa Jurídica	Lívia	Integral	São Paulo
Leonardo		SQL Avançado		1020	8	42266	Pessoa Física	Rossana	Madrugada	São Paulo
Carlitos		Css Básico		1340	12	42386	Pessoa Jurídica	Euletério	Domingo	São Paulo
Flaviana		Css Avançado		1870	8	41466	Pessoa Física	Fábio	Segunda-feira	São Paulo
Santoro		MySQL		1910	11	40973	Pessoa Física	Joaquim	Personalizado	São Paulo
Leudissandro		HTML 142		2240	11	40482	Pessoa Física	Lívia	Manhã	São Paulo
Paola		Excel Básico		2479	9	41267	Pessoa Jurídica	Rossana	Tarde	Bahia
Andrázio		Excel Intermediário		3200	11	40432	Pessoa Jurídica	Euletério	Noite	Brasília
Luciana		Excel Avançado		3921	11	40687	Pessoa Jurídica	Fábio	Integral	Ceará
Florisbela		Excel BI		780	10	41727	Pessoa Física	Joaquim	Madrugada	Goiás
Leonardo		Excel VBA Básico		980	12	40815	Pessoa Jurídica	Lívia	Terça-feira	Minas Gerais
Carlitos		Excel VBA avançado		1020	8	40225	Pessoa Física	Rossana	Quarta-feira	Minas Gerais
Flaviana		Access + VBA		1340	8	40475	Pessoa Física	Euletério	Personalizado	Minas Gerais
Santoro		JavaScript Básico		1870	8	41141	Pessoa Física	Fábio	Manhã	Minas Gerais
Leudissandro		JavaScript Avançado		1910	8	40110	Pessoa Jurídica	Joaquim	Tarde	Paraná
Paola		SQL Básico		2240	12	40554	Pessoa Jurídica	Lívia	Noite	Pernambuco
Andrázio		SQL Avançado		2479	9	40303	Pessoa Jurídica	Rossana	Integral	Pernambuco
Luciana		Css Básico		3200	10	40977	Pessoa Física	Euletério	Madrugada	Pernambuco
Florisbela		Css Avançado		3921	9	40685	Pessoa Jurídica	Fábio	Quinta-feira	Rio de Janeiro
Leonardo		MySQL		780	11	41937	Pessoa Física	Joaquim	Sexta-feira	Rio de Janeiro
Carlitos		HTML 143		980	12	41449	Pessoa Física	Lívia	Personalizado	Rio de Janeiro
Flaviana		Excel Básico		1020	10	40133	Pessoa Física	Fábio	Manhã	Rio de Janeiro
Santoro		Excel Intermediário		1340	12	41264	Pessoa Jurídica	Joaquim	Tarde	Rio Grande do Sul
Leudissandro		Excel Avançado		1870	11	41537	Pessoa Jurídica	Lívia	Noite	Rio Grande do Sul
Paola		Excel BI		1910	9	40233	Pessoa Jurídica	Rossana	Integral	São Paulo
Andrázio		Excel VBA Básico		2240	11	41579	Pessoa Física	Euletério	Madrugada	São Paulo
Luciana		Excel VBA avançado		2479	10	40349	Pessoa Jurídica	Fábio	Sábado	São Paulo
Florisbela		Access + VBA		3200	9	40875	Pessoa Física	Joaquim	Domingo	São Paulo
Leonardo		JavaScript Básico		3921	10	41885	Pessoa Física	Lívia	Personalizado	São Paulo
Carlitos		JavaScript Avançado		780	9	40068	Pessoa Física	Rossana	Manhã	São Paulo
Flaviana		SQL Básico		980	9	41178	Pessoa Jurídica	Euletério	Tarde	São Paulo
Santoro		SQL Avançado		1020	10	40728	Pessoa Jurídica	Fábio	Noite	São Paulo
Leudissandro		Css Básico		1340	10	40821	Pessoa Jurídica	Joaquim	Integral	São Paulo
Paola		Css Avançado		1870	8	41562	Pessoa Física	Lívia	Madrugada	São Paulo
Andrázio		MySQL		1910	12	42271	Pessoa Jurídica	Rossana	Segunda-feira	Bahia
Luciana		HTML 144		2240	12	40536	Pessoa Física	Euletério	Terça-feira	Bahia
Florisbela		Excel Básico		2479	11	41643	Pessoa Física	Fábio	Personalizado	Bahia
Leonardo		Excel Intermediário		3200	8	41070	Pessoa Física	Joaquim	Manhã	Minas Gerais
Carlitos		Excel Avançado		3921	10	42103	Pessoa Jurídica	Lívia	Tarde	Minas Gerais
Flaviana		Excel BI		780	10	41057	Pessoa Jurídica	Rossana	Noite	Minas Gerais
Santoro		Excel VBA Básico		980	11	42462	Pessoa Jurídica	Euletério	Integral	Minas Gerais
Leudissandro		Excel VBA avançado		1020	12	41621	Pessoa Física	Fábio	Madrugada	Minas Gerais
Paola		Access + VBA		1340	8	42215	Pessoa Jurídica	Joaquim	Quarta-feira	Minas Gerais
Andrázio		JavaScript Básico		1870	12	41421	Pessoa Física	Lívia	Quinta-feira	Paraná
Luciana		JavaScript Avançado		1910	11	40774	Pessoa Física	Rossana	Personalizado	Paraná
Florisbela		SQL Básico		2240	9	40717	Pessoa Física	Euletério	Manhã	Paraná
Leonardo		SQL Avançado		2479	9	40720	Pessoa Jurídica	Fábio	Tarde	Rio de Janeiro
Carlitos		Css Básico		3200	11	41831	Pessoa Jurídica	Joaquim	Noite	Rio de Janeiro
Flaviana		Css Avançado		3921	10	41971	Pessoa Jurídica	Lívia	Integral	Rio de Janeiro
Santoro		MySQL		780	8	40418	Pessoa Física	Fábio	Madrugada	Rio Grande do Sul
Leudissandro		HTML 145		980	11	41074	Pessoa Jurídica	Joaquim	Sexta-feira	Rio Grande do Sul
Paola		Excel Básico		1020	8	41072	Pessoa Física	Lívia	Sábado	Rio Grande do Sul
Andrázio		Excel Intermediário		1340	11	41474	Pessoa Física	Rossana	Personalizado	Rio Grande do Sul
Luciana		Excel Avançado		1870	11	41685	Pessoa Física	Euletério	Manhã	Rio Grande do Sul
Florisbela		Excel BI		1910	12	41132	Pessoa Jurídica	Fábio	Tarde	Santa Catarina
Leonardo		Excel VBA Básico		2240	11	41843	Pessoa Jurídica	Joaquim	Noite	Santa Catarina
Carlitos		Excel VBA avançado		2479	8	41447	Pessoa Jurídica	Lívia	Integral	São Paulo
Flaviana		Access + VBA		3200	12	41283	Pessoa Física	Rossana	Madrugada	São Paulo
Santoro		JavaScript Básico		3921	12	42145	Pessoa Jurídica	Euletério	Domingo	São Paulo
Leudissandro		JavaScript Avançado		780	8	41505	Pessoa Física	Fábio	Segunda-feira	São Paulo
Paola		SQL Básico		980	8	42426	Pessoa Física	Joaquim	Personalizado	São Paulo
Andrázio		SQL Avançado		1020	12	40476	Pessoa Física	Lívia	Manhã	São Paulo
Luciana		Css Básico		1340	12	41883	Pessoa Jurídica	Rossana	Tarde	São Paulo
Florisbela		Css Avançado		1870	12	41594	Pessoa Jurídica	Euletério	Noite	São Paulo
Leonardo		MySQL		1910	11	41218	Pessoa Jurídica	Fábio	Integral	São Paulo
Carlitos		HTML 146		2240	10	40174	Pessoa Física	Joaquim	Madrugada	São Paulo
Flaviana		Excel Básico		2479	8	41923	Pessoa Jurídica	Lívia	Terça-feira	São Paulo
Santoro		Excel Intermediário		3200	9	42187	Pessoa Física	Rossana	Quarta-feira	São Paulo
Leudissandro		Excel Avançado		3921	10	40821	Pessoa Física	Euletério	Personalizado	São Paulo
Paola		Excel BI		780	8	42339	Pessoa Física	Fábio	Manhã	São Paulo
Andrázio		Excel VBA Básico		980	12	41779	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Luciana		Excel VBA avançado		1020	11	40729	Pessoa Jurídica	Lívia	Noite	São Paulo
Florisbela		Access + VBA		1340	8	41785	Pessoa Jurídica	Rossana	Integral	São Paulo
Leonardo		JavaScript Básico		1870	12	41885	Pessoa Física	Euletério	Madrugada	São Paulo
Carlitos		JavaScript Avançado		1910	10	41144	Pessoa Jurídica	Fábio	Quinta-feira	São Paulo
Flaviana		SQL Básico		2240	11	42400	Pessoa Física	Joaquim	Sexta-feira	São Paulo
Santoro		SQL Avançado		2479	9	41370	Pessoa Física	Lívia	Personalizado	São Paulo
Leudissandro		Css Básico		3200	9	41650	Pessoa Física	Fábio	Manhã	São Paulo
Paola		Css Avançado		3921	10	40609	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Andrázio		MySQL		780	8	40473	Pessoa Jurídica	Lívia	Noite	São Paulo
Luciana		HTML 147		980	8	41888	Pessoa Jurídica	Rossana	Integral	São Paulo
Florisbela		Excel Básico		1020	8	41454	Pessoa Física	Euletério	Madrugada	São Paulo
Leonardo		Excel Intermediário		1340	12	42056	Pessoa Jurídica	Fábio	Sábado	São Paulo
Carlitos		Excel Avançado		1870	8	42470	Pessoa Física	Joaquim	Domingo	São Paulo
Flaviana		Excel BI		1910	10	42290	Pessoa Física	Lívia	Personalizado	São Paulo
Santoro		Excel VBA Básico		2240	11	41375	Pessoa Física	Rossana	Manhã	Alagoas
Leudissandro		Excel VBA avançado		2479	12	42264	Pessoa Jurídica	Euletério	Tarde	Bahia
Paola		Access + VBA		3200	9	42238	Pessoa Jurídica	Fábio	Noite	Bahia
Andrázio		JavaScript Básico		3921	9	40337	Pessoa Jurídica	Joaquim	Integral	Bahia
Luciana		JavaScript Avançado		780	10	41811	Pessoa Física	Lívia	Madrugada	Bahia
Florisbela		SQL Básico		980	9	41327	Pessoa Jurídica	Rossana	Segunda-feira	Bahia
Leonardo		SQL Avançado		1020	12	41744	Pessoa Física	Euletério	Terça-feira	Bahia
Carlitos		Css Básico		1340	12	42185	Pessoa Física	Fábio	Personalizado	Bahia
Flaviana		Css Avançado		1870	9	40924	Pessoa Física	Joaquim	Manhã	Bahia
Santoro		MySQL		1910	12	40536	Pessoa Jurídica	Lívia	Tarde	Bahia
Leudissandro		HTML 148		2240	12	40947	Pessoa Jurídica	Rossana	Noite	Bahia
Paola		Excel Básico		2479	10	40594	Pessoa Jurídica	Euletério	Integral	Bahia
Andrázio		Excel Intermediário		3200	12	41600	Pessoa Física	Fábio	Madrugada	Bahia
Luciana		Excel Avançado		3921	8	41782	Pessoa Jurídica	Joaquim	Quarta-feira	Bahia
Florisbela		Excel BI		780	12	41037	Pessoa Física	Lívia	Quinta-feira	Brasília
Leonardo		Excel VBA Básico		980	11	42271	Pessoa Física	Rossana	Personalizado	Brasília
Carlitos		Excel VBA avançado		1020	12	40847	Pessoa Física	Euletério	Manhã	Brasília
Flaviana		Access + VBA		1340	12	40641	Pessoa Jurídica	Fábio	Tarde	Brasília
Santoro		JavaScript Básico		1870	10	41277	Pessoa Jurídica	Joaquim	Noite	Ceará
Leudissandro		JavaScript Avançado		1910	12	40266	Pessoa Jurídica	Lívia	Integral	Espírito Santo
Paola		SQL Básico		2240	11	41499	Pessoa Física	Fábio	Madrugada	Goiás
Andrázio		SQL Avançado		2479	12	41545	Pessoa Jurídica	Joaquim	Sexta-feira	Goiás
Luciana		Css Básico		3200	11	41902	Pessoa Física	Lívia	Sábado	Goiás
Florisbela		Css Avançado		3921	11	40866	Pessoa Física	Rossana	Personalizado	Goiás
Leonardo		MySQL		780	12	42058	Pessoa Física	Euletério	Manhã	Goiás
Carlitos		HTML 149		980	9	42220	Pessoa Jurídica	Fábio	Tarde	Mato Grosso
Flaviana		Excel Básico		1020	10	41575	Pessoa Jurídica	Joaquim	Noite	Mato Grosso
Santoro		Excel Intermediário		1340	12	42238	Pessoa Jurídica	Lívia	Integral	Mato Grosso
Leudissandro		Excel Avançado		1870	8	40394	Pessoa Física	Rossana	Madrugada	Mato Grosso do Sul
Paola		Excel BI		1910	10	41178	Pessoa Jurídica	Euletério	Domingo	Mato Grosso do Sul
Andrázio		Excel VBA Básico		2240	8	40749	Pessoa Física	Fábio	Segunda-feira	Minas Gerais
Luciana		Excel VBA avançado		2479	9	41361	Pessoa Física	Joaquim	Personalizado	Minas Gerais
Florisbela		Access + VBA		3200	8	41698	Pessoa Física	Lívia	Manhã	Minas Gerais
Leonardo		JavaScript Básico		3921	11	40980	Pessoa Jurídica	Rossana	Tarde	Paraíba
Carlitos		JavaScript Avançado		780	9	40980	Pessoa Jurídica	Euletério	Noite	Paraíba
Flaviana		SQL Básico		980	10	40127	Pessoa Jurídica	Fábio	Integral	Pernambuco
Santoro		SQL Avançado		1020	8	42394	Pessoa Física	Joaquim	Madrugada	Pernambuco
Leudissandro		Css Básico		1340	10	40230	Pessoa Jurídica	Lívia	Terça-feira	Pernambuco
Paola		Css Avançado		1870	9	40792	Pessoa Física	Rossana	Quarta-feira	Pernambuco
Andrázio		MySQL		1910	12	40922	Pessoa Física	Euletério	Personalizado	Pernambuco
Luciana		HTML 150		2240	11	42050	Pessoa Física	Fábio	Manhã	Rio de Janeiro
Florisbela		Excel Básico		2479	12	41007	Pessoa Jurídica	Joaquim	Tarde	Rio de Janeiro
Leonardo		Excel Intermediário		3200	10	40431	Pessoa Jurídica	Lívia	Noite	Rio Grande do Norte
Carlitos		Excel Avançado		3921	8	40346	Pessoa Jurídica	Rossana	Integral	Rio Grande do Sul
Flaviana		Excel BI		780	12	42405	Pessoa Física	Euletério	Madrugada	Rio Grande do Sul
Santoro		Excel VBA Básico		980	10	41920	Pessoa Jurídica	Fábio	Quinta-feira	Rio Grande do Sul
Leudissandro		Excel VBA avançado		1020	9	42161	Pessoa Física	Joaquim	Sexta-feira	Rio Grande do Sul
Paola		Access + VBA		1340	10	40720	Pessoa Física	Lívia	Personalizado	Rio Grande do Sul
Andrázio		JavaScript Básico		1870	8	41888	Pessoa Física	Fábio	Manhã	Rio Grande do Sul
Luciana		JavaScript Avançado		1910	11	40962	Pessoa Jurídica	Joaquim	Tarde	Rio Grande do Sul
Florisbela		SQL Básico		2240	11	42147	Pessoa Jurídica	Lívia	Noite	Rio Grande do Sul
Leonardo		SQL Avançado		2479	10	41800	Pessoa Jurídica	Rossana	Integral	Santa Catarina
Carlitos		Css Básico		3200	11	40498	Pessoa Física	Euletério	Madrugada	São Paulo
Flaviana		Css Avançado		3921	8	40811	Pessoa Jurídica	Fábio	Sábado	São Paulo
Santoro		MySQL		780	9	41725	Pessoa Física	Joaquim	Domingo	São Paulo
Leudissandro		HTML 151		980	11	40883	Pessoa Física	Lívia	Personalizado	São Paulo
Paola		Excel Básico		1020	9	41943	Pessoa Física	Rossana	Manhã	São Paulo
Andrázio		Excel Intermediário		1340	8	41008	Pessoa Jurídica	Euletério	Tarde	São Paulo
Luciana		Excel Avançado		1870	9	40455	Pessoa Jurídica	Fábio	Noite	São Paulo
Florisbela		Excel BI		1910	9	41619	Pessoa Jurídica	Joaquim	Integral	São Paulo
Leonardo		Excel VBA Básico		2240	11	42016	Pessoa Física	Lívia	Madrugada	São Paulo
Carlitos		Excel VBA avançado		2479	8	42109	Pessoa Jurídica	Rossana	Segunda-feira	São Paulo
Flaviana		Access + VBA		3200	8	41937	Pessoa Física	Euletério	Terça-feira	São Paulo
Santoro		JavaScript Básico		3921	9	42217	Pessoa Física	Fábio	Personalizado	São Paulo
Leudissandro		JavaScript Avançado		780	12	40181	Pessoa Física	Joaquim	Manhã	São Paulo
Paola		SQL Básico		980	9	42147	Pessoa Jurídica	Lívia	Tarde	São Paulo
Andrázio		SQL Avançado		1020	10	42021	Pessoa Jurídica	Rossana	Noite	São Paulo
Luciana		Css Básico		1340	11	42104	Pessoa Jurídica	Euletério	Integral	São Paulo
Florisbela		Css Avançado		1870	11	41754	Pessoa Física	Fábio	Madrugada	São Paulo
Leonardo		MySQL		1910	8	41501	Pessoa Jurídica	Joaquim	Quarta-feira	São Paulo
Carlitos		HTML 152		2240	12	41871	Pessoa Física	Lívia	Quinta-feira	São Paulo
Flaviana		Excel Básico		2479	10	40727	Pessoa Física	Rossana	Personalizado	São Paulo
Santoro		Excel Intermediário		3200	8	40263	Pessoa Física	Euletério	Manhã	São Paulo
Leudissandro		Excel Avançado		3921	11	41722	Pessoa Jurídica	Fábio	Tarde	São Paulo
Paola		Excel BI		780	11	40294	Pessoa Jurídica	Joaquim	Noite	São Paulo
Andrázio		Excel VBA Básico		980	9	41148	Pessoa Jurídica	Lívia	Integral	São Paulo
Luciana		Excel VBA avançado		1020	10	41223	Pessoa Física	Fábio	Madrugada	São Paulo
Florisbela		Access + VBA		1340	8	41849	Pessoa Jurídica	Joaquim	Sexta-feira	São Paulo
Leonardo		JavaScript Básico		1870	8	40890	Pessoa Física	Lívia	Sábado	São Paulo
Carlitos		JavaScript Avançado		1910	9	41053	Pessoa Física	Rossana	Personalizado	São Paulo
Flaviana		SQL Básico		2240	12	42284	Pessoa Física	Euletério	Manhã	São Paulo
Santoro		SQL Avançado		2479	11	41385	Pessoa Jurídica	Fábio	Tarde	São Paulo
Leudissandro		Css Básico		3200	8	42120	Pessoa Jurídica	Joaquim	Noite	Sergipe
Paola		Css Avançado		3921	12	41459	Pessoa Jurídica	Lívia	Integral	Tocantins
Andrázio		MySQL		780	11	40945	Pessoa Física	Rossana	Madrugada	Tocantins
Luciana		HTML 153		980	8	41961	Pessoa Jurídica	Euletério	Domingo	Acre
Florisbela		Excel Básico		1020	11	42241	Pessoa Física	Fábio	Segunda-feira	Alagoas
Leonardo		Excel Intermediário		1340	9	41551	Pessoa Física	Joaquim	Personalizado	Amapá
Carlitos		Excel Avançado		1870	8	41274	Pessoa Física	Lívia	Manhã	Amazonas
Flaviana		Excel BI		1910	8	40818	Pessoa Jurídica	Rossana	Tarde	Bahia
Santoro		Excel VBA Básico		2240	12	41990	Pessoa Jurídica	Euletério	Noite	Bahia
Leudissandro		Excel VBA avançado		2479	9	41170	Pessoa Jurídica	Fábio	Integral	Brasília
Paola		Access + VBA		3200	8	40234	Pessoa Física	Joaquim	Madrugada	Ceará
Andrázio		JavaScript Básico		3921	8	42493	Pessoa Jurídica	Lívia	Terça-feira	Ceará
Luciana		JavaScript Avançado		780	12	41961	Pessoa Física	Rossana	Quarta-feira	Ceará
Florisbela		SQL Básico		980	9	42261	Pessoa Física	Euletério	Personalizado	Ceará
Leonardo		SQL Avançado		1020	12	41152	Pessoa Física	Fábio	Manhã	Espírito Santo
Carlitos		Css Básico		1340	9	40372	Pessoa Jurídica	Joaquim	Tarde	Goiás
Flaviana		Css Avançado		1870	8	40234	Pessoa Jurídica	Lívia	Noite	Minas Gerais
Santoro		MySQL		1910	9	41676	Pessoa Jurídica	Rossana	Integral	Minas Gerais
Leudissandro		HTML 154		2240	9	40611	Pessoa Física	Euletério	Madrugada	Minas Gerais
Paola		Excel Básico		2479	10	42192	Pessoa Jurídica	Fábio	Quinta-feira	Paraíba
Andrázio		Excel Intermediário		3200	11	40874	Pessoa Física	Joaquim	Sexta-feira	Paraná
Luciana		Excel Avançado		3921	11	41487	Pessoa Física	Lívia	Personalizado	Paraná
Florisbela		Excel BI		780	12	40944	Pessoa Física	Fábio	Manhã	Paraná
Leonardo		Excel VBA Básico		980	11	40803	Pessoa Jurídica	Joaquim	Tarde	Paraná
Carlitos		Excel VBA avançado		1020	8	41565	Pessoa Jurídica	Lívia	Noite	Pernambuco
Flaviana		Access + VBA		1340	11	40823	Pessoa Jurídica	Rossana	Integral	Pernambuco
